CustomerName,ProductSpecifics,DeliverySchedule,SteelWirePrice,PowderPaintCost,ElectricityCost,MarketDemand,Quantity,Profit(%),BasePrice,SalesPrice,ProposalPrice,CustomerReturn
Miller-Luna,Welded Wire Fence,2023-07-29,615.22,3.04,80.12,100,17,10,723.38,795.718,13527.206,Accepted
Miller-Brown,Welded Wire Fence,2023-06-19,619.96,2.5,86.2,100,87,12,733.6600000000001,821.6992000000001,71487.8304,Negotiation
Mendoza Castillo and Pacheco,Welded Wire Fence,2023-03-23,603.93,3.46,80.85,75,108,12,706.99,791.8288,85517.5104,Accepted
Miller-Williams,Welded Wire Fence,2023-08-07,614.86,3.67,99.36,100,131,12,742.89,832.0368,108996.8208,Rejected
Fisher Inc,Welded Wire Fence,2023-11-29,604.64,2.14,84.25,75,67,12,709.78,794.9535999999999,53261.8912,Accepted
Leonard Davis and Morrison,Welded Wire Fence,2023-03-14,604.27,2.29,94.29,75,125,12,719.5999999999999,805.9519999999999,100743.99999999999,Negotiation
Bryant LLC,Welded Wire Fence,2023-10-31,603.47,2.58,84.38,75,80,12,709.1800000000001,794.2816,63542.528000000006,Accepted
Smith PLC,Welded Wire Fence,2023-07-22,608.99,3.6,98.37,100,19,10,735.96,809.556,15381.564,Accepted
Jensen-Spencer,Welded Wire Fence,2023-09-14,617.53,2.21,92.92,100,62,12,737.66,826.1791999999999,51223.1104,Negotiation
Prince-Peterson,Welded Wire Fence,2023-07-25,626.27,3.45,99.93,100,58,12,754.6500000000001,845.2080000000001,49022.064000000006,Negotiation
Maynard Carey and Carter,Welded Wire Fence,2023-05-05,601.92,2.74,85.04,75,16,12,708.4499999999999,793.4639999999999,12695.423999999999,Rejected
Dalton-Wise,Welded Wire Fence,2024-01-03,597.97,3.71,85.49,50,61,7,699.6700000000001,748.6469000000001,45667.460900000005,Rejected
Powell and Sons,Welded Wire Fence,2023-10-16,601.9,3.18,88.78,75,108,12,712.6099999999999,798.1231999999999,86197.30559999999,Rejected
Palmer-Sanchez,Welded Wire Fence,2023-12-19,603.41,3.56,89.2,50,101,7,708.67,758.2769,76585.9669,Negotiation
Cruz Inc,Welded Wire Fence,2023-12-22,604.49,3.04,92.09,50,135,7,712.12,761.9684,102865.734,Accepted
Smith Carter and Smith,Welded Wire Fence,2023-11-23,603.59,2.14,80.72,75,59,12,705.2,789.8240000000001,46599.616,Accepted
Paul Shepherd and Scott,Welded Wire Fence,2024-01-08,592.84,3.02,85.61,50,74,7,693.97,742.5479,54948.5446,Negotiation
Snyder-Green,Welded Wire Fence,2023-01-27,599.52,3.56,88.89,50,91,7,704.4699999999999,753.7828999999999,68594.24389999999,Negotiation
Clark Christensen and Taylor,Welded Wire Fence,2023-08-21,611.09,3.05,95.75,100,122,12,734.89,823.0768,100415.3696,Rejected
Keller Taylor and Sullivan,Welded Wire Fence,2023-10-25,602.13,2.77,91.47,75,100,12,715.12,800.9344,80093.44,Rejected
Smith-Curry,Welded Wire Fence,2023-01-31,600.16,2.07,89.12,50,133,7,703.85,753.1195,100164.8935,Rejected
Hernandez-Jones,Welded Wire Fence,2023-07-06,630.01,2.17,93.26,100,131,12,750.4399999999999,840.4928,110104.55679999999,Accepted
Salinas Ortiz and Pittman,Welded Wire Fence,2023-01-30,604.73,3.22,86.6,50,147,7,707.0500000000001,756.5435000000001,111211.89450000001,Accepted
Jensen-Calderon,Welded Wire Fence,2023-06-30,637.49,3.4,97.06,100,134,12,762.95,854.504,114503.53600000001,Negotiation
Black-Park,Welded Wire Fence,2023-12-30,606.56,2.87,87.58,50,72,7,709.51,759.1757,54660.6504,Accepted
Chapman-Donaldson,Welded Wire Fence,2023-02-01,607.85,2.43,94.88,50,110,7,717.66,767.8961999999999,84468.582,Rejected
Rowe Group,Welded Wire Fence,2023-12-20,601.98,2.61,91.05,50,100,7,708.14,757.7098,75770.98,Rejected
Hall Inc,Welded Wire Fence,2023-10-03,601.94,2.68,87.1,75,108,12,710.47,795.7264,85938.4512,Accepted
Thomas PLC,Welded Wire Fence,2023-03-12,606.09,2.78,89.33,75,46,12,716.95,802.984,36937.264,Rejected
Harrison Harrell and Malone,Welded Wire Fence,2023-09-24,637.63,3.7,93.36,100,96,12,759.69,850.8528000000001,81681.86880000001,Negotiation
Morrison Inc,Welded Wire Fence,2023-10-08,604.04,2.25,93.17,75,117,12,718.2099999999999,804.3951999999999,94114.23839999999,Negotiation
Durham-Wilkins,Welded Wire Fence,2023-08-15,639.04,2.19,84.45,100,89,12,750.6800000000001,840.7616,74827.78240000001,Negotiation
Horn Cook and Brown,Welded Wire Fence,2023-07-06,625.4,3.43,90.49,100,26,10,744.3199999999999,818.752,21287.552,Rejected
Wilkins Ltd,Welded Wire Fence,2023-07-01,600.55,3.79,91.26,100,134,12,720.5999999999999,807.0719999999999,108147.64799999999,Accepted
Esparza Hughes and Perez,Welded Wire Fence,2023-09-11,620.47,3.45,86.73,100,112,12,735.6500000000001,823.9280000000001,92279.93600000002,Accepted
Mclaughlin Lopez and Thomas,Welded Wire Fence,2023-04-08,600.11,2.18,94.81,75,89,12,715.8499999999999,801.752,71355.928,Negotiation
Larson Sosa and Hill,Welded Wire Fence,2023-04-29,600.63,3.67,83.94,75,75,12,706.99,791.8288,59387.16,Negotiation
Becker LLC,Welded Wire Fence,2023-09-29,638.7,3.04,96.69,100,65,12,763.4300000000001,855.0416,55577.704,Rejected
Carter-Hull,Welded Wire Fence,2023-10-04,609.96,2.43,91.35,75,23,12,722.49,809.1888,18611.3424,Accepted
Camacho-Patel,Welded Wire Fence,2023-08-24,600.36,3.94,87.19,100,121,12,716.49,802.4688,97098.7248,Accepted
Marshall-Church,Welded Wire Fence,2023-05-18,603.61,3.09,84.23,75,17,12,709.6800000000001,794.8416000000001,13512.307200000001,Accepted
Morrison Inc,Welded Wire Fence,2023-08-20,625.87,3.09,91.42,100,89,12,745.38,834.8256,74299.4784,Accepted
Howard Group,Welded Wire Fence,2023-03-19,604.84,3.95,85.79,75,35,12,713.33,798.9296,27962.536,Accepted
Ross Ltd,Welded Wire Fence,2023-11-20,602.32,3.17,85.5,75,15,12,709.74,794.9088,11923.632000000001,Accepted
Vega Group,Welded Wire Fence,2023-06-21,617.92,3.37,95.24,100,50,12,741.53,830.5136,41525.68,Negotiation
Parker Inc,Welded Wire Fence,2024-01-13,607.94,3.55,82.51,50,110,7,706.5,755.955,83155.05,Negotiation
Butler LLC,Welded Wire Fence,2023-02-07,604.36,3.26,90.05,50,142,7,710.17,759.8819,107903.2298,Negotiation
Clayton Inc,Welded Wire Fence,2023-12-08,590.91,2.87,81.89,50,104,7,688.17,736.3418999999999,76579.55759999999,Negotiation
Mcdonald Ltd,Welded Wire Fence,2023-08-29,604.14,3.42,83.4,100,73,12,715.9599999999999,801.8752,58536.889599999995,Rejected
Jacobs and Sons,Welded Wire Fence,2023-05-07,604.44,2.88,96.16,75,50,12,722.23,808.8976,40444.88,Negotiation
Nguyen Poole and Phillips,Welded Wire Fence,2023-07-14,635.47,3.61,98.27,100,50,12,762.35,853.832,42691.6,Negotiation
Thomas-Rivera,Welded Wire Fence,2023-06-06,632.15,2.87,88.75,100,86,12,748.77,838.6224,72121.5264,Negotiation
Lee PLC,Welded Wire Fence,2024-01-14,596.93,2.09,85.55,50,27,12,697.0699999999999,780.7184,21079.3968,Accepted
Lewis Miller and Sanders,Welded Wire Fence,2023-04-14,607.02,3.53,86.83,75,24,12,716.13,802.0656,19249.5744,Accepted
Brown-Manning,Welded Wire Fence,2023-03-29,605.4,2.63,82.17,75,79,12,708.9499999999999,794.0239999999999,62727.89599999999,Rejected
Smith LLC,Welded Wire Fence,2023-05-27,603.11,2.08,90.18,75,60,12,714.1200000000001,799.8144000000002,47988.864000000016,Rejected
Alvarez Weber and Willis,Welded Wire Fence,2023-09-12,634.05,3.96,88.15,100,24,10,751.16,826.276,19830.624,Negotiation
Clark Group,Welded Wire Fence,2023-04-19,607.1,2.73,82.84,75,85,12,711.4200000000001,796.7904000000001,67727.18400000001,Negotiation
Moore Ltd,Welded Wire Fence,2023-07-05,619.2,3.53,89.49,100,15,10,737.22,810.942,12164.130000000001,Rejected
Simmons PLC,Welded Wire Fence,2023-11-17,606.6,2.53,91.94,75,127,12,719.8199999999999,806.1984,102387.1968,Accepted
Robinson Archer and French,Welded Wire Fence,2023-04-29,603.94,2.88,89.99,75,81,12,715.5600000000001,801.4272000000001,64915.603200000005,Accepted
Johnson PLC,Welded Wire Fence,2023-05-01,606.88,2.49,94.79,75,108,12,722.91,809.6591999999999,87443.1936,Negotiation
Wright-Gregory,Welded Wire Fence,2023-04-24,606.79,2.73,93.19,75,35,12,721.46,808.0352,28281.232,Accepted
Smith LLC,Welded Wire Fence,2023-03-26,608.16,2.17,96.44,75,30,12,725.52,812.5824,24377.472,Negotiation
Peters PLC,Welded Wire Fence,2023-12-10,593.52,2.16,98.84,50,91,7,707.02,756.5114,68842.5374,Accepted
Smith Sullivan and Holmes,Welded Wire Fence,2023-01-27,607.55,3.79,93.19,50,75,7,717.03,767.2221,57541.657499999994,Accepted
Garrison-Barnett,Welded Wire Fence,2023-11-30,604.57,2.14,94.62,75,140,12,720.08,806.4896000000001,112908.54400000001,Negotiation
Frederick-Kelly,Welded Wire Fence,2023-02-26,602.05,3.77,83.87,50,55,7,702.1899999999999,751.3433,41323.8815,Negotiation
Coleman LLC,Welded Wire Fence,2023-12-10,597.82,2.08,99.7,50,106,7,712.1000000000001,761.9470000000001,80766.38200000001,Accepted
Lee Miller and Hahn,Welded Wire Fence,2024-01-11,598.36,3.45,97.82,50,41,12,712.1300000000001,797.5856000000001,32701.009600000005,Negotiation
Archer Inc,Welded Wire Fence,2023-02-16,597.8,3.19,80.09,50,68,7,693.58,742.1306000000001,50464.880800000006,Rejected
Lynch-Flores,Welded Wire Fence,2023-04-15,605.29,2.11,81.87,75,26,12,708.02,792.9824,20617.5424,Accepted
Lambert Leach and Walker,Welded Wire Fence,2023-04-27,605.83,3.14,94.69,75,62,12,722.4100000000001,809.0992000000001,50164.150400000006,Negotiation
Lucero Inc,Welded Wire Fence,2023-05-19,600.8,3.39,88.64,75,130,12,711.5799999999999,796.9695999999999,103606.04799999998,Negotiation
Carter-Jones,Welded Wire Fence,2023-05-09,602.45,2.62,87.63,75,4,12,711.45,796.8240000000001,3187.2960000000003,Negotiation
Patterson-Thompson,Welded Wire Fence,2023-06-05,621.07,2.22,93.9,100,29,10,742.19,816.4090000000001,23675.861000000004,Accepted
Bryant-Mahoney,Welded Wire Fence,2023-02-01,600.9,2.17,81.73,50,120,7,697.3,746.111,89533.31999999999,Accepted
Barron Ltd,Welded Wire Fence,2023-10-31,607.39,3.53,90.51,75,118,12,720.18,806.6016,95178.98879999999,Accepted
Johnson PLC,Welded Wire Fence,2023-10-13,602.37,3.82,87.95,75,80,12,712.8900000000001,798.4368000000001,63874.944,Negotiation
Lee and Sons,Welded Wire Fence,2023-01-22,597.04,3.7,83.27,50,51,7,696.51,745.2657,38008.5507,Negotiation
Rush Ltd,Welded Wire Fence,2023-10-16,601.49,3.71,90.54,75,127,12,714.49,800.2288,101629.0576,Rejected
Steele-Schroeder,Welded Wire Fence,2023-10-08,604.35,3.42,86.48,75,1,12,713.0,798.56,798.56,Rejected
Sanchez Group,Welded Wire Fence,2023-06-16,605.37,2.35,95.45,100,23,10,728.1700000000001,800.9870000000001,18422.701,Accepted
Hawkins Green and Francis,Welded Wire Fence,2023-11-25,603.69,2.76,95.54,75,125,12,720.74,807.2288,100903.59999999999,Accepted
Baker-Johnson,Welded Wire Fence,2023-01-29,609.66,3.4,95.43,50,15,12,720.99,807.5088000000001,12112.632000000001,Negotiation
Leon and Sons,Welded Wire Fence,2023-09-10,605.61,2.08,96.26,100,115,12,728.95,816.4240000000001,93888.76000000001,Negotiation
Munoz-Duncan,Welded Wire Fence,2023-09-23,617.64,3.28,81.16,100,50,12,727.0799999999999,814.3295999999999,40716.479999999996,Negotiation
Brown-Hodge,Welded Wire Fence,2023-11-29,600.25,3.85,87.36,75,40,12,710.21,795.4352,31817.408,Rejected
Peterson Brown and Ross,Welded Wire Fence,2023-12-23,591.79,3.57,97.54,50,54,7,705.4,754.778,40758.012,Accepted
Arroyo-Jackson,Welded Wire Fence,2023-04-02,609.9,2.04,80.09,75,137,12,710.78,796.0735999999999,109062.0832,Rejected
Barton Harris and Garcia,Welded Wire Fence,2023-08-20,608.43,3.39,96.13,100,87,12,732.9499999999999,820.9039999999999,71418.64799999999,Negotiation
Myers Barajas and Foster,Welded Wire Fence,2023-09-24,639.06,3.92,97.83,100,34,10,765.81,842.391,28641.293999999998,Negotiation
Stein Ltd,Welded Wire Fence,2023-09-02,620.15,3.52,97.77,100,83,12,746.4399999999999,836.0128,69389.0624,Accepted
Fields Willis and Pitts,Welded Wire Fence,2023-11-19,601.33,3.48,85.57,75,108,12,709.1300000000001,794.2256000000001,85776.36480000001,Rejected
Hernandez Gordon and Jordan,Welded Wire Fence,2023-12-05,604.69,2.15,88.19,50,108,7,707.53,757.0571,81762.1668,Negotiation
Everett-Sullivan,Welded Wire Fence,2023-06-27,621.1,2.61,85.59,100,69,12,734.3000000000001,822.416,56746.704000000005,Rejected
Gonzalez Johnson and James,Welded Wire Fence,2023-10-01,600.28,2.02,90.35,75,127,12,711.4,796.768,101189.53600000001,Accepted
Campbell Group,Welded Wire Fence,2023-11-28,605.64,3.25,96.66,75,53,12,724.3,811.2159999999999,42994.448,Rejected
Russell-Ruiz,Welded Wire Fence,2023-02-06,591.8,2.26,83.54,50,6,12,690.0999999999999,772.9119999999999,4637.472,Accepted
Campbell Mathis and Matthews,Welded Wire Fence,2023-08-27,630.35,2.13,87.51,100,136,12,744.99,834.3888000000001,113476.87680000001,Rejected
Avery Wilson and Vega,Welded Wire Fence,2023-06-29,634.02,3.36,91.37,100,83,12,753.75,844.2,70068.6,Rejected
Sweeney-Maddox,Welded Wire Fence,2023-06-22,620.34,3.39,98.1,100,111,12,746.83,836.4496,92845.9056,Accepted
Walter James and Wright,Welded Wire Fence,2023-12-20,598.22,2.64,86.57,50,146,7,699.9300000000001,748.9251,109343.06460000001,Rejected
Pham LLC,Welded Wire Fence,2024-01-01,605.39,3.59,93.6,50,40,12,715.08,800.8896000000001,32035.584000000003,Accepted
Lucero and Sons,Welded Wire Fence,2023-09-24,617.34,2.13,81.84,100,148,12,726.3100000000001,813.4672,120393.1456,Accepted
Hahn-Robinson,Welded Wire Fence,2023-07-31,633.48,2.82,87.81,100,111,12,749.1100000000001,839.0032000000001,93129.3552,Accepted
Williamson-Moore,Welded Wire Fence,2023-08-24,636.45,3.99,97.38,100,74,12,762.82,854.3584000000001,63222.52160000001,Rejected
Case Taylor and Robinson,Welded Wire Fence,2023-10-18,608.17,3.13,86.97,75,65,12,717.02,803.0624,52199.056000000004,Negotiation
Hudson Maxwell and Lewis,Welded Wire Fence,2023-06-25,632.23,3.57,92.76,100,43,10,753.5600000000001,828.916,35643.388,Accepted
Brown-Zavala,Welded Wire Fence,2023-06-29,631.2,2.87,97.8,100,33,10,756.87,832.557,27474.381,Rejected
Carr Gardner and West,Welded Wire Fence,2023-11-27,608.35,2.92,88.24,75,141,12,718.26,804.4512,113427.6192,Negotiation
Jones Bailey and Johnson,Welded Wire Fence,2024-01-11,608.15,3.44,87.71,50,92,7,711.8000000000001,761.6260000000001,70069.592,Rejected
Lowery-Davila,Welded Wire Fence,2023-02-22,595.75,2.05,82.93,50,67,7,693.23,741.7561000000001,49697.65870000001,Negotiation
Guzman Ltd,Welded Wire Fence,2023-08-08,628.2,3.31,86.52,100,94,12,743.03,832.1936,78226.1984,Negotiation
Morris-Bowers,Welded Wire Fence,2023-12-14,604.28,3.93,94.11,50,60,7,714.8199999999999,764.8574,45891.443999999996,Negotiation
Graham Everett and Brown,Welded Wire Fence,2023-12-01,602.32,3.16,87.67,50,11,12,705.65,790.328,8693.608,Accepted
Smith-Anderson,Welded Wire Fence,2023-02-23,593.69,2.94,82.48,50,119,7,691.6100000000001,740.0227000000001,88062.70130000002,Negotiation
Chavez-Morgan,Welded Wire Fence,2023-11-16,601.69,3.57,90.82,75,99,12,714.8300000000002,800.6096000000002,79260.35040000002,Negotiation
Gardner Donaldson and Anderson,Welded Wire Fence,2024-01-14,603.43,2.5,88.89,50,73,7,707.3199999999999,756.8323999999999,55248.765199999994,Negotiation
Taylor-Dudley,Welded Wire Fence,2024-01-06,609.03,3.08,96.21,50,58,7,720.82,771.2774000000001,44734.0892,Rejected
Elliott and Sons,Welded Wire Fence,2023-03-07,600.91,3.4,95.69,75,124,12,718.75,805.0,99820.0,Rejected
Allen Group,Welded Wire Fence,2023-12-02,607.56,2.36,83.06,50,3,12,705.48,790.1376,2370.4128,Negotiation
Garcia-Cole,Welded Wire Fence,2023-03-15,602.06,2.52,92.15,75,96,12,715.4799999999999,801.3375999999998,76928.40959999998,Accepted
Downs-Cobb,Welded Wire Fence,2023-09-14,602.62,3.73,91.63,100,39,10,722.98,795.278,31015.842,Rejected
Decker Group,Welded Wire Fence,2023-10-09,609.0,2.13,81.42,75,147,12,711.3,796.656,117108.43199999999,Rejected
Warner-Garcia,Welded Wire Fence,2023-09-02,631.51,3.2,90.25,100,10,10,749.96,824.956,8249.56,Accepted
Moreno Sanders and Lang,Welded Wire Fence,2023-03-04,602.68,3.14,93.13,75,90,12,717.6999999999999,803.824,72344.15999999999,Rejected
Kelly-Arnold,Welded Wire Fence,2023-05-03,605.74,3.85,87.39,75,57,12,715.73,801.6176,45692.2032,Negotiation
Lopez-Herrera,Welded Wire Fence,2023-06-09,616.83,3.4,91.44,100,138,12,736.6700000000001,825.0704000000001,113859.7152,Negotiation
Miller Sharp and Sims,Welded Wire Fence,2023-06-20,601.09,3.88,97.7,100,58,12,727.6700000000001,814.9904000000001,47269.44320000001,Negotiation
Lawson-James,Welded Wire Fence,2023-12-31,605.95,3.57,86.4,50,75,7,708.4200000000001,758.0094,56850.705,Rejected
Owens-Ross,Welded Wire Fence,2023-12-30,607.13,3.9,88.96,50,136,7,712.49,762.3643,103681.54479999999,Accepted
Moyer and Sons,Welded Wire Fence,2023-02-12,609.96,3.99,89.53,50,112,7,715.98,766.0986,85803.0432,Negotiation
Taylor PLC,Welded Wire Fence,2024-01-11,608.95,3.01,84.8,50,134,7,709.26,758.9082,101693.6988,Accepted
Harris Pope and Villarreal,Welded Wire Fence,2023-02-05,596.01,3.72,83.44,50,117,7,695.6700000000001,744.3669000000001,87090.92730000001,Accepted
Carlson Barnett and Brown,Welded Wire Fence,2023-07-31,619.82,3.56,99.84,100,136,12,748.22,838.0064,113968.8704,Accepted
Garcia and Sons,Welded Wire Fence,2023-07-13,610.06,3.66,84.03,100,121,12,722.7499999999999,809.4799999999999,97947.07999999999,Rejected
Hansen Wong and Mitchell,Welded Wire Fence,2023-11-13,607.21,2.95,91.28,75,149,12,720.19,806.6128000000001,120185.30720000001,Accepted
Blake-Davis,Welded Wire Fence,2023-11-10,609.38,3.58,88.88,75,88,12,720.59,807.0608,71021.3504,Negotiation
Ford Inc,Welded Wire Fence,2023-12-19,606.16,3.79,98.61,50,51,7,721.06,771.5341999999999,39348.244199999994,Accepted
Hicks Inc,Welded Wire Fence,2023-04-21,602.26,3.21,98.68,75,40,12,722.9000000000001,809.6480000000001,32385.920000000006,Accepted
Hanson-Barnes,Welded Wire Fence,2023-03-24,608.06,3.94,97.89,75,147,12,728.64,816.0768,119963.2896,Accepted
Blanchard and Sons,Welded Wire Fence,2023-07-17,634.56,2.6,98.41,100,20,10,760.5699999999999,836.627,16732.54,Rejected
Taylor LLC,Welded Wire Fence,2023-06-24,626.18,3.13,80.48,100,80,12,734.79,822.9648,65837.184,Rejected
Graham Johnson and Gentry,Welded Wire Fence,2023-09-25,627.79,3.38,99.28,100,128,12,755.4499999999999,846.1039999999999,108301.31199999999,Rejected
Leonard-Sanders,Welded Wire Fence,2023-09-29,622.24,2.4,86.2,100,82,12,735.84,824.1408,67579.5456,Negotiation
Rodriguez PLC,Welded Wire Fence,2023-06-05,637.42,2.3,93.07,100,23,10,757.79,833.569,19172.087,Rejected
Mendoza Dougherty and Jones,Welded Wire Fence,2023-04-05,600.14,2.74,86.79,75,54,12,708.42,793.4304,42845.2416,Rejected
Williamson Ltd,Welded Wire Fence,2023-06-01,621.85,2.39,80.6,100,56,12,729.84,817.4208,45775.5648,Accepted
Santana-Jackson,Welded Wire Fence,2023-04-29,601.74,3.26,85.98,75,113,12,709.73,794.8976,89823.4288,Rejected
Hutchinson-Davis,Welded Wire Fence,2023-12-24,605.32,3.56,84.2,50,9,12,705.58,790.2496000000001,7112.246400000001,Rejected
Brown Galvan and Mccall,Welded Wire Fence,2023-05-18,606.79,2.15,99.71,75,10,12,727.4,814.688,8146.88,Negotiation
Brown Young and Blankenship,Welded Wire Fence,2024-01-12,601.14,3.02,85.65,50,67,7,702.31,751.4716999999999,50348.603899999995,Rejected
Carrillo Inc,Welded Wire Fence,2023-10-25,600.39,3.56,83.67,75,58,12,706.3699999999999,791.1343999999999,45885.79519999999,Rejected
Tyler Ltd,Welded Wire Fence,2023-12-05,592.87,2.89,87.74,50,66,7,696.0,744.72,49151.520000000004,Accepted
Pratt LLC,Welded Wire Fence,2023-07-26,621.84,2.14,97.03,100,36,10,746.01,820.611,29541.996,Rejected
Ewing Phillips and Smith,Welded Wire Fence,2023-09-19,623.36,2.88,82.87,100,70,12,734.11,822.2032,57554.224,Negotiation
Martinez-Hester,Welded Wire Fence,2024-01-03,599.38,3.59,90.03,50,75,7,705.5,754.885,56616.375,Rejected
Harrell Clark and Williams,Welded Wire Fence,2023-04-24,600.49,3.58,81.39,75,119,12,704.21,788.7152000000001,93857.10880000002,Negotiation
Curtis Inc,Welded Wire Fence,2023-12-29,594.25,2.28,97.71,50,138,7,706.74,756.2118,104357.2284,Rejected
Bowman and Sons,Welded Wire Fence,2023-04-24,602.83,2.82,93.39,75,139,12,717.7900000000001,803.9248000000001,111745.54720000002,Rejected
Yoder Brown and Caldwell,Welded Wire Fence,2023-11-04,607.43,2.45,89.49,75,5,12,718.12,804.2944,4021.4719999999998,Negotiation
Lopez Williams and Lee,Welded Wire Fence,2023-02-07,596.05,3.92,97.2,50,137,7,709.67,759.3469,104030.5253,Accepted
Austin Sanchez and Castro,Welded Wire Fence,2023-07-22,618.39,2.08,97.53,100,18,10,743.0,817.3,14711.4,Negotiation
Davidson Inc,Welded Wire Fence,2023-05-19,603.13,3.91,98.65,75,39,12,724.4399999999999,811.3727999999999,31643.539199999996,Accepted
Anderson-Ortiz,Welded Wire Fence,2023-08-19,632.11,2.21,84.18,100,125,12,743.5,832.72,104090.0,Rejected
Reid PLC,Welded Wire Fence,2023-09-12,610.93,3.23,81.04,100,30,10,720.1999999999999,792.2199999999999,23766.6,Negotiation
Allen Wilson and Gonzalez,Welded Wire Fence,2023-06-13,628.3,3.52,91.03,100,51,12,747.8499999999999,837.5919999999999,42717.191999999995,Negotiation
Washington and Sons,Welded Wire Fence,2023-02-25,591.89,3.6,82.33,50,70,7,690.32,738.6424000000001,51704.96800000001,Accepted
